ID_LINHA;SAFRA;SCORE_INTERNO;FAIXA_BUREAU;PORTE_EMPRESA;SETOR;REGIAO;UF;CANAL;PRODUTO;MIX_RISCO;FLAG_RESTRITIVO;CODIGO_VENDEDOR;DIA_SEMANA;TEMPO_ATIVIDADE_MESES;FATURAMENTO_MENSAL;QTD_FUNCIONARIOS;LIMITE_PRE_APROVADO;DECISAO_ANALISE;QTD_PROPOSTA;QTD_ALTAS;QTD_ATRS_OVER_30;QTD_INFER_CONV;QTD_INFER_FL_ATRS
L007114;202508;R09;B5;GRANDE;SERVICOS;NORTE;RR;LOJA;CARTAO;ALTO;NAO;V007;SEG;142;3453202,15;720;647800;REPROVADO;2;0;;1,163306;0,183211
L007115;202512;R06;B3;MEDIA;SERVICOS;SUDESTE;MG;TELEVENDAS;FINANCIAMENTO;MEDIO;NAO;V056;QUI;178;55154,50;76;15400;APROVADO;7;3;0;2,565451;0,067826
L007116;202505;R05;B3;MEDIA;SERVICOS;CENTRO-OESTE;GO;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V055;SEX;236;166010,72;64;62000;APROVADO;1;0;;0,415035;0,008227
L007117;202507;R02;B1;MEI;TECNOLOGIA;CENTRO-OESTE;MS;LOJA;CARTAO;BAIXO;SIM;V262;SEG;12;8308,27;1;4300;APROVADO;6;3;0;2,787261;0,071589
L007118;202512;R06;B3;PEQUENA;COMERCIO;NORDESTE;RN;LOJA;CAPITAL_GIRO;MEDIO;NAO;V277;DOM;64;95022,03;15;32100;APROVADO;6;3;0;2,913454;0,087064
L007119;202505;R08;B4;MEDIA;COMERCIO;NORDESTE;BA;LOJA;CAPITAL_GIRO;ALTO;NAO;V232;SAB;347;263399,71;84;63900;REPROVADO;1;0;;0,486595;0,030086
L007120;202505;R06;B3;GRANDE;CONSTRUCAO;SUDESTE;ES;PARCEIRO;CARTAO;MEDIO;NAO;V002;SEG;393;2759936,91;868;770000;APROVADO;11;8;0;6,180970;0,598751
L007121;202509;R05;B2;MEDIA;SAUDE;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;NAO;V028;SAB;231;191411,05;107;76900;APROVADO;8;3;0;3,604898;0,080501
L007122;202511;R05;B2;MEI;TECNOLOGIA;NORTE;AM;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V203;TER;24;14710,66;1;4700;APROVADO;2;0;;0,957096;0,028596
L007123;202503;R01;B2;MICRO;SERVICOS;NORDESTE;CE;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V070;TER;89;12304,70;4;6600;REPROVADO;2;0;;0,759046;0,005509
L007124;202509;R04;B2;PEQUENA;TECNOLOGIA;CENTRO-OESTE;GO;LOJA;CARTAO;MEDIO;NAO;V134;QUA;171;175635,85;16;64700;APROVADO;14;6;0;6,850580;0,123362
L007125;202502;R03;B2;PEQUENA;SERVICOS;SUDESTE;MG;LOJA;CARTAO;MEDIO;NAO;V023;SAB;64;313303,84;33;129600;APROVADO;2;2;0;0,944626;0,012220
L007126;202509;R01;B1;MEI;COMERCIO;SUL;RS;LOJA;CAPITAL_GIRO;BAIXO;NAO;V002;QUI;21;12641,10;1;6500;APROVADO;21;10;0;7,490134;0,092890
L007127;202510;R05;B4;PEQUENA;SERVICOS;NORDESTE;MA;LOJA;FINANCIAMENTO;MEDIO;;V297;SAB;154;88669,32;22;28300;APROVADO;1;0;;0,367578;0,007595
L007128;202509;R08;B4;MEDIA;SAUDE;NORDESTE;RN;TELEVENDAS;CAPITAL_GIRO;ALTO;NAO;V009;SEG;480;728811,19;94;165600;PENDENTE;1;0;;0,447477;0,040169
L007129;202512;R06;B3;MICRO;COMERCIO;NORDESTE;BA;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V012;SEX;5;21027,29;7;7400;APROVADO;29;11;0;14,362180;0,901980
L007130;202511;R01;B1;MEI;INDUSTRIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V268;SEX;16;14922,90;1;8500;APROVADO;2;1;0;0,787127;0,005910
L007131;202504;R01;B1;MEI;INDUSTRIA;SUDESTE;SP;LOJA;FINANCIAMENTO;BAIXO;NAO;V024;SEX;44;16176,64;1;8700;APROVADO;7;2;0;2,101905;0,012930
L007132;202508;R06;B3;PEQUENA;COMERCIO;NORDESTE;MA;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V001;TER;35;114975,33;31;34400;APROVADO;2;1;0;1,036283;0,046883
L007133;202507;R06;B3;PEQUENA;COMERCIO;NORDESTE;CE;TELEVENDAS;CARTAO;MEDIO;NAO;V172;QUI;13;96508,12;35;33900;APROVADO;2;2;0;0,945923;0,049284
L007134;202506;R04;B2;PEQUENA;COMERCIO;NORDESTE;RN;PARCEIRO;CARTAO;MEDIO;NAO;V227;SEX;122;88486,85;27;34200;APROVADO;1;0;;0,465770;0,009164
L007135;202508;R08;B4;MEDIA;COMERCIO;SUDESTE;RJ;DIGITAL;FINANCIAMENTO;ALTO;NAO;V072;TER;83;354995,90;57;89000;REPROVADO;8;0;;4,260668;0,406529
L007136;202509;R08;B4;PEQUENA;CONSTRUCAO;SUDESTE;SP;TELEVENDAS;CARTAO;ALTO;NAO;V023;QUI;178;56333,98;18;12300;REPROVADO;2;0;;1,006753;0,132551
L007137;202501;R07;B4;PEQUENA;INDUSTRIA;SUDESTE;ES;DIGITAL;CARTAO;ALTO;SIM;V009;SEX;480;260594,98;105;71300;REPROVADO;4;0;;2,397307;0,182475
L007138;202511;R07;B3;GRANDE;SERVICOS;NORDESTE;RN;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V001;QUI;172;4116688,36;525;1090700;REPROVADO;21;0;;11,280645;1,987206
L007139;202510;R01;B1;MEI;SERVICOS;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V118;QUA;30;8631,68;1;4800;APROVADO;2;2;0;0,618050;0,005954
L007140;202510;R03;B2;PEQUENA;COMERCIO;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V010;QUA;103;44741,41;30;17800;REPROVADO;6;0;;2,318521;0,021829
L007141;202510;R02;B1;PEQUENA;COMERCIO;SUDESTE;SP;LOJA;CAPITAL_GIRO;ALTO;NAO;V154;SAB;58;14265,02;59;6000;APROVADO;2;0;;0,754504;0,005977
L007142;202501;R03;B2;MEI;SERVICOS;SUDESTE;RJ;LOJA;CARTAO;BAIXO;NAO;V030;SEX;18;4361,82;1;2000;APROVADO;1;1;0;0,459055;0,009334
L007143;202505;R05;B3;MEDIA;SAUDE;NORTE;AM;LOJA;CAPITAL_GIRO;MEDIO;NAO;V012;SEX;289;333070,90;59;127400;APROVADO;2;1;0;0,828505;0,016118
L007144;202512;R06;B3;GRANDE;SAUDE;NORTE;RO;LOJA;CARTAO;MEDIO;NAO;V004;DOM;195;2319742,70;673;779900;APROVADO;24;10;0;12,943724;0,724431
L007145;202511;R03;B2;MICRO;COMERCIO;SUL;RS;DIGITAL;CARTAO;BAIXO;NAO;V307;TER;140;5683,58;6;2100;APROVADO;7;5;0;3,490554;0,040678
L007146;202501;R09;B4;PEQUENA;SAUDE;NORTE;RR;TELEVENDAS;FINANCIAMENTO;BAIXO;NAO;V252;TER;104;50444,96;25;9800;REPROVADO;8;0;;3,180699;0,275006
L007147;202505;R04;B1;MEI;INDUSTRIA;SUDESTE;MG;PARCEIRO;CARTAO;MEDIO;NAO;V076;QUA;23;27186,87;1;9500;APROVADO;4;3;0;1,844486;0,042987
L007148;202509;R07;B4;MEDIA;INDUSTRIA;SUL;SC;PARCEIRO;FINANCIAMENTO;ALTO;NAO;V026;TER;131;424002,23;132;97200;APROVADO;5;4;0;2,120627;0,163674
L007149;202502;R04;B3;MICRO;SERVICOS;SUL;RS;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V238;TER;151;86137,09;12;32400;APROVADO;4;4;0;2,005898;0,021688
L007150;202504;R08;B4;PEQUENA;SERVICOS;CENTRO-OESTE;MS;PARCEIRO;CAPITAL_GIRO;ALTO;NAO;V309;SEG;34;115966,39;19;23400;REPROVADO;1;0;;0,492780;0,038320
L007151;202506;R04;B2;MICRO;INDUSTRIA;NORDESTE;RN;PARCEIRO;CAPITAL_GIRO;MEDIO;SIM;V020;TER;33;37017,52;8;13600;APROVADO;11;6;0;5,331231;0,304092
L007152;202506;R04;B2;MEI;INDUSTRIA;NORDESTE;CE;TELEVENDAS;CARTAO;MEDIO;NAO;V234;QUA;23;10180,43;1;4500;APROVADO;5;2;0;2,124184;0,066468
L007153;202508;R08;B5;GRANDE;SERVICOS;NORTE;TO;PARCEIRO;CAPITAL_GIRO;ALTO;SIM;V019;SEX;274;1001557,69;588;216600;REPROVADO;6;0;;3,158244;0,671119
L007154;202509;R04;B3;MEDIA;INDUSTRIA;SUL;RS;DIGITAL;CARTAO;MEDIO;SIM;V025;QUI;269;509723,38;124;181700;APROVADO;2;0;;1,073257;0,057458
L007155;202507;R03;B2;MEI;SERVICOS;NORTE;AM;LOJA;CAPITAL_GIRO;BAIXO;;V001;QUA;31;21527,60;1;10500;APROVADO;3;0;;1,198580;0,022824
L007156;202511;R02;B1;PEQUENA;SERVICOS;NORDESTE;PI;PARCEIRO;CAPITAL_GIRO;BAIXO;SIM;V109;TER;141;16883,43;17;8700;APROVADO;1;1;0;0,434145;0,009125
L007157;202509;R04;B2;MEI;TECNOLOGIA;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V029;QUI;21;3986,12;1;1800;APROVADO;2;1;0;1,016824;0,040300
L007158;202507;R06;B3;MEI;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V345;TER;12;1905,91;1;600;APROVADO;2;1;1;1,004334;0,127450
L007159;202506;R07;B4;MEI;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V247;TER;40;3358,52;1;900;REPROVADO;1;0;;0,582837;0,017988
L007160;202511;R09;B5;PEQUENA;COMERCIO;NORDESTE;BA;LOJA;CAPITAL_GIRO;ALTO;NAO;V022;SEG;269;44512,23;102;9100;REPROVADO;2;0;;1,014169;0,074710
L007161;202509;R03;B2;MEI;INDUSTRIA;NORDESTE;CE;LOJA;CARTAO;ALTO;NAO;V222;QUI;37;20096,48;1;7600;APROVADO;2;1;0;0,964122;0,022311
L007162;202505;R05;B3;GRANDE;COMERCIO;NORDESTE;PB;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V015;TER;31;4403133,76;855;1387200;APROVADO;2;2;0;1,126731;0,068405
L007163;202503;R05;B3;PEQUENA;CONSTRUCAO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V119;SEX;32;43419,94;34;13200;APROVADO;28;19;0;14,816556;0,520311
L007164;202512;R05;B3;MEI;SERVICOS;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;;V029;QUA;11;2964,03;1;1000;APROVADO;1;0;;0,478301;0,029319
L007165;202511;R01;B1;MICRO;INDUSTRIA;NORDESTE;PB;DIGITAL;CAPITAL_GIRO;BAIXO;;V086;SEG;35;27446,05;5;13600;APROVADO;2;1;0;0,971116;0,007258
L007166;202506;R05;B2;MICRO;CONSTRUCAO;SUL;PR;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V284;SEX;86;46240,60;6;17700;APROVADO;1;1;0;0,446512;0,015872
L007167;202509;R04;B2;MEI;AGRO;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;NAO;V041;SEX;56;19122,22;1;7800;APROVADO;2;1;0;0,914220;0,025125
L007168;202512;R01;B1;MEI;SERVICOS;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V022;SAB;27;;1;;APROVADO;4;0;;1,709630;0,015230
L007169;202508;R01;B1;MEI;COMERCIO;NORDESTE;PE;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V056;QUI;18;2090,81;1;1200;APROVADO;7;4;1;2,163061;0,028315
L007170;202505;R10;B5;GRANDE;AGRO;SUDESTE;MG;TELEVENDAS;CARTAO;ALTO;NAO;V328;SEX;415;4893021,24;731;663900;REPROVADO;29;0;;16,353894;4,022089
L007171;202511;R07;B4;MEI;SERVICOS;SUDESTE;SP;PARCEIRO;FINANCIAMENTO;ALTO;SIM;V028;QUI;28;17202,92;1;4200;REPROVADO;1;0;;0,433134;0,079239
L007172;202502;R07;B4;MEDIA;SERVICOS;CENTRO-OESTE;GO;LOJA;CARTAO;ALTO;NAO;V010;SEX;311;462557,73;176;124800;REPROVADO;5;0;;2,561908;0,108164
L007173;202510;R02;B1;MEI;CONSTRUCAO;CENTRO-OESTE;MT;PARCEIRO;CARTAO;BAIXO;NAO;V146;TER;62;7138,01;1;3200;APROVADO;30;12;0;14,469642;0,253795
L007174;202510;R06;B2;PEQUENA;COMERCIO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V002;SEX;198;93078,35;27;31300;APROVADO;29;13;0;16,258517;0,544037
L007175;202509;R03;B2;MICRO;COMERCIO;SUL;PR;PARCEIRO;CARTAO;BAIXO;NAO;V016;SEG;42;19764,51;12;9500;APROVADO;9;6;0;4,214028;0,087083
L007176;202506;R09;B5;GRANDE;COMERCIO;SUDESTE;MG;TELEVENDAS;CARTAO;ALTO;NAO;V341;QUI;176;1757643,35;870;296600;REPROVADO;2;0;;1,041472;0,179896
L007177;202511;R05;B4;PEQUENA;AGRO;SUDESTE;RJ;DIGITAL;CARTAO;ALTO;NAO;V016;TER;20;243164,74;41;96300;APROVADO;22;10;1;11,965083;0,506262
L007178;202506;R03;B3;MEI;SERVICOS;NORDESTE;SE;DIGITAL;CARTAO;BAIXO;NAO;V017;QUI;33;5951,91;1;2200;APROVADO;17;5;0;9,685439;0,184470
L007179;202507;R01;B1;MICRO;SERVICOS;SUDESTE;SP;TELEVENDAS;FINANCIAMENTO;BAIXO;NAO;V181;SEX;31;5368,67;3;2900;APROVADO;2;0;;0,536251;0,006599
L007180;202506;R04;B1;MEI;TECNOLOGIA;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V278;SEG;84;12645,33;1;5100;APROVADO;2;0;;0,955002;0,019282
L007181;202501;R03;B1;MICRO;COMERCIO;SUDESTE;RJ;TELEVENDAS;CAPITAL_GIRO;BAIXO;SIM;V021;TER;161;15266,08;2;6500;APROVADO;19;6;0;6,901688;0,169156
L007182;202505;R03;B2;MEI;COMERCIO;NORDESTE;PE;LOJA;FINANCIAMENTO;BAIXO;SIM;V066;SEG;7;33040,58;1;15800;APROVADO;4;1;0;1,439273;0,045730
L007183;202511;R01;B1;MEI;AGRO;NORTE;PA;LOJA;CAPITAL_GIRO;BAIXO;NAO;V022;SEX;23;21429,41;1;11100;APROVADO;8;3;0;3,180756;0,032137
L007184;202511;R06;B3;MICRO;SERVICOS;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V132;SEG;14;135746,03;4;46200;APROVADO;4;2;0;2,516019;0,118172
L007185;202510;R01;B1;MICRO;AGRO;NORDESTE;PI;PARCEIRO;CARTAO;BAIXO;NAO;V306;SEG;82;25673,61;2;15000;APROVADO;1;1;0;0,441175;0,004218
L007186;202502;R04;B2;MICRO;COMERCIO;SUL;PR;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V301;DOM;;10817,93;4;4100;APROVADO;2;0;;0,772202;0,013480
L007187;202501;R03;B2;MICRO;CONSTRUCAO;NORDESTE;PB;DIGITAL;CARTAO;BAIXO;NAO;V142;DOM;82;44140,78;4;18800;APROVADO;1;0;;0,532055;0,008472
L007188;202511;R02;B2;PEQUENA;AGRO;SUL;RS;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V027;SEG;161;71391,59;14;36800;APROVADO;3;2;0;0,988276;0,008710
L007189;202504;R02;B1;MICRO;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;SIM;V014;QUA;38;31515,71;4;16100;APROVADO;2;0;;0,878210;0,017254
L007190;202510;R06;B3;PEQUENA;COMERCIO;CENTRO-OESTE;DF;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V067;SEX;206;840412,34;42;266700;APROVADO;2;1;0;0,962722;0,040169
L007191;202503;R02;B1;MICRO;SERVICOS;SUL;SC;DIGITAL;CARTAO;BAIXO;NAO;V002;QUI;184;19793,94;8;9300;APROVADO;21;14;0;10,087637;0,074381
L007192;202506;R04;B2;PEQUENA;INDUSTRIA;NORTE;PA;DIGITAL;CARTAO;MEDIO;NAO;V218;QUI;126;152749,93;15;68600;APROVADO;1;0;;0,572237;0,010926
L007193;202504;R07;B3;MEI;COMERCIO;SUDESTE;SP;DIGITAL;CARTAO;ALTO;SIM;V105;SEX;13;15161,33;1;4300;REPROVADO;8;0;;4,670728;0,216354
L007194;202506;R10;B5;GRANDE;COMERCIO;SUDESTE;RJ;LOJA;CAPITAL_GIRO;ALTO;NAO;V017;SEG;109;2900270,22;737;427300;REPROVADO;2;0;;1,140199;0,298926
L007195;202507;R04;B3;PEQUENA;SERVICOS;NORDESTE;BA;TELEVENDAS;CAPITAL_GIRO;MEDIO;;V017;TER;154;75796,47;13;27800;APROVADO;2;1;0;0,743313;0,012964
L007196;202510;R04;B2;MICRO;COMERCIO;NORTE;AC;LOJA;CARTAO;MEDIO;NAO;V185;TER;60;25167,33;6;8500;APROVADO;3;2;0;1,326236;0,092770
L007197;202509;R07;B4;PEQUENA;COMERCIO;SUL;PR;DIGITAL;FINANCIAMENTO;ALTO;NAO;V327;SEG;269;27586,88;65;6500;APROVADO;9;7;1;4,862565;0,249711
L007198;202508;R01;B1;MEI;SERVICOS;CENTRO-OESTE;GO;TELEVENDAS;CARTAO;BAIXO;NAO;V183;DOM;15;17022,06;1;9500;APROVADO;8;4;0;2,975989;0,028511
L007199;202501;R01;B1;MICRO;AGRO;CENTRO-OESTE;GO;LOJA;FINANCIAMENTO;BAIXO;NAO;V093;QUI;31;20293,89;6;10100;APROVADO;1;0;;0,314016;0,002708
L007200;202508;R06;B4;PEQUENA;COMERCIO;SUDESTE;MG;PARCEIRO;CARTAO;MEDIO;NAO;V021;DOM;101;299125,81;28;105300;APROVADO;1;0;;0,544644;0,022760
L007201;202508;R05;B3;PEQUENA;SAUDE;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V218;SEX;305;24707,06;44;9800;APROVADO;1;1;0;0,564141;0,009798
L007202;202503;R06;B3;PEQUENA;COMERCIO;SUL;RS;LOJA;CARTAO;MEDIO;NAO;V187;SEG;61;449549,49;30;150300;APROVADO;2;1;0;1,080309;0,048747
L007203;202502;R01;B2;MEI;SERVICOS;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V018;SEX;47;1107,57;1;600;APROVADO;2;1;0;0,900253;0,013414
L007204;202507;R01;B1;MEI;SAUDE;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V009;TER;50;15239,50;1;7600;APROVADO;20;9;0;7,003481;0,044274
L007205;202509;R06;B3;MEDIA;TECNOLOGIA;NORDESTE;PE;LOJA;FINANCIAMENTO;MEDIO;;V061;SEX;100;528998,45;167;154300;APROVADO;7;2;0;2,640578;0,178764
L007206;202509;R06;B3;MEDIA;COMERCIO;SUL;RS;DIGITAL;CARTAO;ALTO;NAO;V309;SEX;480;196569,43;201;55600;APROVADO;7;6;0;4,128074;0,133581
L007207;202506;R03;B2;MICRO;INDUSTRIA;SUDESTE;SP;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V143;SEG;56;15982,85;4;6100;APROVADO;5;3;0;2,029413;0,025975
L007208;202503;R02;B1;MEI;CONSTRUCAO;NORTE;RR;TELEVENDAS;FINANCIAMENTO;BAIXO;NAO;V194;SEG;12;7504,78;1;3100;APROVADO;5;0;;1,414123;0,096628
L007209;202511;R02;B1;MICRO;COMERCIO;SUDESTE;MG;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V022;DOM;20;43809,12;4;22900;APROVADO;2;0;;0,642960;0,007347
L007210;202511;R03;B2;PEQUENA;AGRO;NORDESTE;BA;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V090;DOM;147;197612,74;51;85000;APROVADO;3;1;0;1,554963;0,020499
L007211;202511;R09;B5;MEDIA;SERVICOS;CENTRO-OESTE;DF;TELEVENDAS;FINANCIAMENTO;ALTO;NAO;V027;TER;125;560927,57;56;100500;REPROVADO;1;0;;0,437849;0,046796
L007212;202507;R03;B2;MICRO;SERVICOS;SUDESTE;RJ;PARCEIRO;FINANCIAMENTO;BAIXO;SIM;V335;QUI;159;6687,16;8;2700;APROVADO;1;0;;0,378558;0,011690
L007213;202512;R01;B1;MEI;SERVICOS;NORDESTE;AL;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V025;QUA;29;39522,30;1;21900;APROVADO;8;3;0;2,913508;0,025215
L007214;202506;R04;B2;PEQUENA;COMERCIO;SUDESTE;RJ;DIGITAL;CARTAO;MEDIO;NAO;V042;SEG;53;123242,07;19;51700;APROVADO;6;1;0;3,559535;0,064290
L007215;202503;R07;B4;MICRO;COMERCIO;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;ALTO;NAO;V308;QUA;50;17024,89;6;5100;REPROVADO;1;0;;0,460576;0,028189
L007216;202502;R04;B2;MICRO;COMERCIO;NORTE;RO;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V126;SAB;358;17032,79;5;5700;APROVADO;1;0;;0,416760;0,005664
L007217;202511;R03;B3;PEQUENA;COMERCIO;NORTE;AP;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V190;QUI;106;107429,02;28;46700;REPROVADO;3;0;;1,183512;0,019044
L007218;202501;R06;B3;GRANDE;SERVICOS;SUDESTE;MG;LOJA;CARTAO;MEDIO;NAO;V167;SAB;237;1410084,44;957;460200;APROVADO;2;0;;0,965472;0,034375
L007219;202508;R08;B4;GRANDE;COMERCIO;SUDESTE;MG;PARCEIRO;FINANCIAMENTO;ALTO;NAO;V001;SEX;300;997659,13;1460;191800;REPROVADO;5;0;;2,387843;0,194044
L007220;202511;R05;B3;MEI;COMERCIO;SUL;SC;PARCEIRO;CARTAO;MEDIO;NAO;V235;TER;25;10059,59;1;3300;APROVADO;2;2;0;0,994263;0,033111
L007221;202509;R07;B4;GRANDE;COMERCIO;NORDESTE;CE;TELEVENDAS;CARTAO;ALTO;NAO;V053;DOM;220;1921998,92;548;463100;APROVADO;1;1;1;0,520438;0,054914
L007222;202510;R01;B1;MICRO;SERVICOS;SUL;RS;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V141;QUA;72;38418,45;4;22600;APROVADO;1;1;0;0,410888;0,002398
L007223;202510;R03;B2;MEI;COMERCIO;SUDESTE;MG;LOJA;FINANCIAMENTO;ALTO;NAO;V054;DOM;191;3427,77;1;1500;APROVADO;15;5;0;5,292895;0,071213
L007224;202511;R04;B2;MEDIA;TECNOLOGIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V026;SEG;97;165502,20;96;68800;APROVADO;17;8;0;9,124125;0,134590
L007225;202512;R04;B2;MEI;COMERCIO;SUDESTE;RJ;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V182;QUI;12;8156,58;1;3400;APROVADO;169;86;2;74,594560;1,929490
L007226;202511;R02;B1;MICRO;CONSTRUCAO;SUDESTE;RJ;TELEVENDAS;CARTAO;BAIXO;SIM;V095;SAB;98;4421,99;4;2200;APROVADO;7;1;0;2,527297;0,099584
L007227;202501;R03;B2;MEI;SERVICOS;SUDESTE;ES;PARCEIRO;CARTAO;BAIXO;NAO;V011;QUI;14;5700,68;1;2400;APROVADO;1;1;0;0,513311;0,013180
L007228;202512;R07;B4;GRANDE;SERVICOS;SUL;PR;LOJA;FINANCIAMENTO;ALTO;NAO;V028;QUA;200;8025783,68;468;1903800;APROVADO;2;0;;0,809348;0,049242
L007229;202509;R05;B3;PEQUENA;TECNOLOGIA;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V012;SEG;30;72649,57;15;27300;APROVADO;8;6;0;4,625225;0,139133
L007230;202506;R02;B1;MICRO;COMERCIO;SUDESTE;MG;LOJA;CARTAO;BAIXO;NAO;V036;SEG;5;60312,03;3;31700;APROVADO;2;0;;0,870341;0,010799
L007231;202510;R03;B2;MICRO;AGRO;SUDESTE;SP;LOJA;FINANCIAMENTO;BAIXO;NAO;V002;QUA;72;40202,52;4;18700;APROVADO;2;1;0;0,731000;0,009740
L007232;202508;R03;B2;MEI;INDUSTRIA;NORTE;PA;LOJA;FINANCIAMENTO;BAIXO;NAO;V007;QUI;24;16560,81;1;7900;APROVADO;2;1;0;0,740844;0,012678
L007233;202509;R08;B5;MEI;SERVICOS;SUDESTE;MG;DIGITAL;CARTAO;ALTO;NAO;V132;TER;105;1839,96;1;500;REPROVADO;1;0;;0,651440;0,039609
L007234;202504;R05;B2;MEI;MINERACAO;NORTE;RO;LOJA;CARTAO;MEDIO;NAO;V003;DOM;18;15866,86;1;5400;APROVADO;2;2;0;0,928440;0,043472
L007235;202509;R05;B3;PEQUENA;INDUSTRIA;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V233;QUA;;21956,00;38;7300;APROVADO;2;1;0;0,758432;0,026900
L007236;202509;R02;B1;MEI;COMERCIO;SUDESTE;RJ;DIGITAL;CARTAO;BAIXO;NAO;V002;TER;5;3100,68;1;1500;APROVADO;6;3;0;3,303723;0,093209
L007237;202505;R05;B3;PEQUENA;SERVICOS;NORDESTE;BA;DIGITAL;CARTAO;BAIXO;NAO;V048;SEG;127;241386,16;39;72800;APROVADO;10;5;0;5,511713;0,123896
L007238;202510;R06;B3;MEDIA;COMERCIO;CENTRO-OESTE;DF;PARCEIRO;CARTAO;MEDIO;NAO;V017;TER;137;597077,18;177;162300;APROVADO;1;0;;0,504257;0,025147
L007239;202511;R01;B1;MEI;COMERCIO;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V182;SEX;43;4967,87;1;2200;APROVADO;4;2;0;1,431081;0,015872
L007240;202507;R07;B4;MEDIA;CONSTRUCAO;SUDESTE;SP;LOJA;CARTAO;ALTO;NAO;V323;QUA;361;676599,75;71;195400;REPROVADO;6;0;;3,122198;0,237356
L007241;202510;R07;B4;GRANDE;TECNOLOGIA;SUDESTE;ES;DIGITAL;CARTAO;BAIXO;NAO;V091;TER;263;7438703,95;1006;2259100;REPROVADO;1;0;;0,646701;0,038788
L007242;202507;R02;B1;MICRO;COMERCIO;NORDESTE;CE;DIGITAL;CARTAO;BAIXO;NAO;V128;SEX;27;4837,31;4;2200;APROVADO;4;1;0;1,977333;0,026346
L007243;202504;R03;B2;MEI;TECNOLOGIA;CENTRO-OESTE;GO;LOJA;CARTAO;BAIXO;NAO;V011;TER;20;16491,30;1;7900;APROVADO;1;1;0;0,494141;0,006472
L007244;202502;R07;B4;GRANDE;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CARTAO;ALTO;NAO;V086;TER;133;13812613,21;554;4019000;REPROVADO;3;0;;1,731690;0,244142
L007245;202501;R06;B3;MEI;TECNOLOGIA;SUDESTE;RJ;TELEVENDAS;CARTAO;MEDIO;NAO;V237;DOM;10;26411,05;1;8200;APROVADO;1;1;0;0,466008;0,016730
L007246;202510;R04;B2;MEI;COMERCIO;SUDESTE;RJ;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V013;QUA;49;3180,48;1;1100;APROVADO;2;2;0;0,768807;0,021502
L007247;202504;R05;B3;MEDIA;INDUSTRIA;SUDESTE;MG;PARCEIRO;FINANCIAMENTO;ALTO;SIM;V015;QUI;349;622244,13;193;186800;REPROVADO;2;0;;0,817537;0,043797
